mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,label
-647.7756,63.502674,14.529296,17.718006,0.6546654,8.87929,0.06795044,-7.016529,-1.627384,-2.2165923,1.7713622,-5.972595,1.81145,0.55958736,-0.6898823,0.44989517,-1.2891381,1.663058,3.3145065,1.5472898,-1.1309712,1.4160199,-2.7097185,-1.578646,-2.9514263,0.43394566,-0.7511607,1.3680081,0.13246225,1.3454967,0.88355243,1.0457138,0.5568327,1.4645603,1.3018625,2.9777634,0.34401292,0.59459364,-1.0668005,1.4944183,6
-691.4331,40.465816,-7.425523,8.785004,-7.3794,-8.244792,-8.285272,-13.416492,-5.6702127,-5.401936,-2.4851716,-7.6196713,-4.9183173,-2.6867971,-7.230027,-5.967051,-4.709233,-3.5035477,-4.6392727,-3.825541,-4.0497646,-2.0408897,-3.6192584,2.5006928,0.9414058,1.8017259,0.9355928,0.45774132,-0.40014866,1.9545677,1.9466743,3.887288,1.9204324,3.1289537,2.1247435,4.333706,1.8228631,2.1302874,-2.1611567,-0.58442587,0
-670.8828,39.848938,-10.352026,10.230016,-8.439182,-11.438034,-7.747762,-14.462275,-6.506051,-4.734544,-5.7861,-5.648569,-6.7127643,-0.60394764,-8.613304,-5.960848,-4.3902392,-4.1618943,-2.4478192,-2.6141233,0.98027813,1.007164,-2.6096172,1.008282,-2.1657827,2.2385318,4.703412,5.577163,2.5965066,3.5176983,-0.7541852,0.91440254,-1.1073582,0.91364914,0.41062108,1.2792809,-1.1730661,-1.26581,-3.0988836,0.5084471,0
-701.7088,44.202236,-3.1713886,7.382467,-5.937702,-7.698894,-7.9683275,-12.884659,-4.834,-4.429067,-4.611967,-6.3907866,-4.926891,-0.2757979,-7.638733,-4.376907,-3.88917,-3.3265526,-3.7686965,-3.5408795,-0.88767266,-2.0830312,-2.4306931,2.554084,1.8581644,3.2436583,3.051865,4.7152066,1.7623836,3.2057076,1.6264379,3.4676592,0.93814456,1.700705,-0.1763325,0.16168688,-0.8571418,0.61121404,-0.23229493,1.6211872,0
-677.97,37.274944,-6.9515085,7.02648,-6.8974066,-9.802432,-9.331187,-14.833712,-4.4202724,-5.5998363,-4.449584,-6.5957875,-5.238974,-1.1436312,-9.670795,-4.6262884,-4.356034,-3.8010013,-3.4529102,-4.0251155,-1.1161677,-1.2350047,-1.26352,4.281535,3.1446784,4.0002003,2.0990875,2.5490062,-0.0778443,2.4339278,-0.42132193,1.8474941,0.96994597,3.4179144,0.27334055,1.1794349,-1.7233446,0.6327349,-0.8969567,0.8367187,0
-750.9974,39.39035,-8.463231,12.879882,-4.865153,-9.837701,-11.141599,-13.476465,-5.6591716,-6.117454,-3.357368,-8.575046,-3.559068,-4.380619,-7.394561,-4.414986,-6.351721,-3.1900268,-4.451822,-6.083504,-3.1782522,-3.9202297,-5.658031,-1.2339759,-3.6758435,-2.3871863,-2.068313,-1.0325749,-0.05761226,2.6009893,0.27734962,5.049254,3.821136,8.263936,6.944688,7.300623,3.9004877,2.1289756,-0.493518,2.5058186,0
-766.3939,36.934765,-8.805108,7.4156,-5.9253917,-7.1078434,-10.87554,-13.122799,-7.786985,-5.01055,-5.8593364,-10.326213,-4.722027,-1.6850712,-8.43619,-6.215729,-6.2775292,-3.7063732,-6.35329,-6.0128036,-2.962436,-3.0175016,-3.4952254,1.1813972,-0.9876113,0.42626694,1.0717787,-1.3980998,0.5708117,0.66135615,-0.008719679,4.087533,2.8441753,6.9008174,6.5206976,8.100894,5.033562,4.194696,-0.35120383,1.1545489,0
-797.55383,36.582096,2.7286997,7.741281,-0.6906082,-2.2651527,-8.182519,-11.048363,-8.051418,-4.4277983,-5.6220994,-5.7063837,-3.87041,-0.380034,-9.151003,-5.7532187,-3.7612734,-2.3439972,-4.071446,-4.264171,-1.8766525,-2.9005318,-3.6944695,0.8367746,0.11459879,1.7395,2.2466884,1.1352617,0.11781311,0.7579485,-1.6664548,2.2737875,0.69055605,3.4774826,2.7726557,5.796444,3.9043834,4.082246,-1.1518362,1.0698935,0
-758.25146,38.483276,2.2183564,7.318132,-2.187715,-5.5416784,-8.197247,-12.089514,-4.4218383,-4.8971252,-2.8425913,-7.7980986,-3.3663237,-0.23762384,-8.56316,-5.065204,-3.6764052,-1.4413072,-5.424602,-4.6486673,-2.0032706,-2.7830713,-5.665596,-0.17563665,-4.1646204,-1.2326081,0.38777256,1.2829019,3.0843763,4.1495204,1.5359074,5.0269804,2.6412945,6.3401537,4.735902,7.992117,3.4953487,3.1074855,-1.3131846,1.5283563,0
-773.59283,49.74357,-4.863747,11.883785,-3.2153015,-8.119396,-11.354217,-12.689713,-5.9162955,-6.7895975,-5.055129,-4.6908975,-4.0180616,-0.94011855,-8.00084,-1.402897,-6.8351564,-1.1175995,-2.8575978,-5.75967,-0.04573763,-0.29981244,-1.9878869,2.5826733,-1.8454735,-2.2573943,-1.2259681,-1.9622871,-0.25762844,0.60300034,-1.2344149,2.732946,2.2394915,7.537683,7.51429,7.20845,2.740407,1.2822187,-1.5219305,1.3687602,0
-770.5475,44.71442,-6.396533,17.319723,-2.5553882,-8.124289,-7.8098907,-14.883057,-7.652581,-5.206939,-5.626787,-8.420931,-4.1356745,-0.8748371,-10.326685,-4.9537654,-6.650399,-4.087485,-4.9076395,-7.3916626,-2.9234126,-4.8712296,-6.272775,-0.38860318,-4.659108,-2.5565367,-1.2737389,-2.208864,0.52797824,2.6515515,1.6209326,7.094122,4.1184087,9.564874,6.5600247,8.9358225,4.99691,5.469017,0.3737966,2.1148407,0
-768.6974,45.240726,0.89459157,11.376676,-1.6030462,-5.50179,-10.103149,-13.460705,-4.300888,-1.2796009,-5.103085,-5.940798,-4.0446033,-1.9852532,-7.534886,-3.2649038,-3.9286833,-2.8584507,-2.3899696,-6.984032,-1.8523636,-3.1463575,-4.340456,0.83559185,-2.5702434,-1.6420913,-1.5416436,-2.8532617,-2.3124871,-0.8812669,0.4294984,5.0860615,4.6315484,9.765402,5.523167,5.665878,2.2616286,2.4948788,0.96871233,4.7381797,0
-811.29926,36.842743,0.5085306,10.472375,-5.3682747,-4.7820683,-7.8097143,-12.4292965,-7.630678,-3.5399365,-6.68405,-9.147812,-4.942089,-1.3068385,-10.435167,-4.604057,-4.8700666,-3.7402122,-5.4104834,-4.2669563,-1.6421839,-0.09345269,-2.23752,1.2425808,-1.6441627,-2.3563116,-0.028339209,-1.0848279,-2.040702,1.2632681,-1.5192124,2.1251297,2.7629342,6.632209,6.1059084,8.740037,5.067638,4.8331356,-0.41050768,2.1151865,0
-545.2703,40.473152,-17.404293,4.6134024,-9.515816,-14.730271,-8.050096,-18.648012,-11.332673,-5.575884,-11.883909,-1.602685,-11.452729,-2.2683382,-6.290725,-7.5576787,-2.715386,-3.737093,-3.4774437,-2.4195955,2.460803,0.4862356,-0.46211696,0.95747024,1.7783008,2.6753547,2.003376,1.4202266,-1.9234004,1.5304526,0.55641305,1.5433629,1.2123274,0.757598,-2.7767272,-1.1117216,-1.4059876,0.7047225,-0.77774346,0.41787115,1
-589.5776,39.144573,-16.843428,2.3032856,-10.584874,-14.741842,-6.954551,-18.932186,-6.6134796,-11.048788,-5.7498913,-3.8824148,-11.679753,2.0830002,-11.17642,-5.236475,-5.940913,-5.9949293,-4.1166306,-1.0804448,2.8507037,3.3099465,2.8799984,4.5436616,1.5517129,-0.8915333,-0.34258392,0.8603203,2.1538365,2.9035048,-0.63509405,0.9763241,-0.47525182,1.5944393,-1.2032046,1.1262186,-0.2861811,0.81981194,-1.7603651,0.7874005,1
-603.47644,43.004078,-2.9839985,11.891481,-4.114273,-6.257608,-9.659941,-16.240814,-8.286588,-9.093877,-9.050823,-3.5178692,-8.504278,-0.7190817,-11.025459,-9.276415,-1.8998833,-5.8865805,-9.122592,-4.054399,-4.4051633,-5.0598435,-6.270761,-5.9275055,-3.5647218,-3.0997236,-0.24439016,5.0604534,4.102345,7.445409,0.03742218,0.13906015,-0.03532069,1.9048119,3.280674,4.085457,1.2965434,0.42408073,-1.2361636,2.6699781,1
-651.208,30.557453,-16.318445,-2.1165285,-6.696191,-11.958346,-9.7442665,-19.282928,-8.712444,-7.984185,-6.2965465,-0.8667367,-8.818162,3.302628,-6.6537766,-4.902303,-0.6007368,0.97700155,3.4940622,4.3272142,4.882111,3.0717013,-0.55896276,0.31609628,-0.35830995,0.22300698,-0.07132504,1.1043121,-2.9901958,0.111147545,-4.1088686,-0.020998558,-0.3528673,2.565898,-0.12156795,1.8923448,2.3536963,1.959687,-1.2348541,-0.10879211,1
-498.163,33.61829,-41.688362,-4.3312573,-21.510485,-22.606659,-12.67068,-21.356337,-12.716089,-3.6049461,-14.748049,-2.2695622,-11.510375,-3.380717,-2.1257513,-1.4605602,5.662621,3.4613795,2.5791993,1.1932122,6.083799,3.5236032,0.43786487,2.7559016,1.0465788,3.1490865,0.36159217,1.7990769,-2.0931861,2.0714302,1.5361255,2.70238,0.50130343,0.26404187,-3.2633507,-0.9996688,-1.4824286,-0.3834324,-1.5853213,0.8038317,1
-437.8973,28.95571,-38.639107,-1.1191486,-19.692305,-23.845673,-11.542217,-22.083256,-14.764348,-9.080392,-15.552013,2.207596,-3.5479414,11.365212,2.0818079,6.2926483,8.3259,5.8223257,2.0366166,2.2524743,-0.31228566,-1.4151244,0.57956344,2.508713,-4.8801727,0.034545694,-0.68815076,0.18001862,-3.2266896,3.293523,-2.7883005,2.1483848,-2.4988976,0.41724542,0.075549185,3.3409057,-1.5950367,-0.42650333,-1.0530864,2.339883,1
-445.1291,26.778395,-33.09369,-3.081757,-18.728985,-18.856476,-17.699532,-19.966408,-9.209525,-3.6406007,-3.9450862,-1.2189732,-3.2275624,3.346537,-5.2108226,-1.1793755,3.4880629,3.7171087,4.71772,-0.26153117,2.6494508,1.5881063,-0.29576874,2.1232364,1.4839424,-0.34652075,0.20189622,0.78137887,-0.64338195,3.136231,-1.6287571,1.9374096,-0.7739624,2.8137064,0.82244945,0.9966216,0.34195614,1.3758177,1.2996219,1.3057191,1
-387.31946,12.65526,-38.675865,-17.24049,-20.555855,-22.483437,-14.990988,-19.84982,-9.091179,1.7985429,4.8235755,15.915762,7.163086,8.838591,-9.253809,-7.9876003,-0.06554589,-6.53279,-3.6713214,-1.4322329,8.130138,6.489763,-0.38720798,1.7809095,-0.7202599,-2.1848853,-2.8376977,0.18420665,-0.5498395,4.6019325,-1.4527245,1.4919596,-2.9462903,1.6005942,1.1121557,0.6700267,-0.4809744,-1.556474,-2.6683033,2.118056,1
-702.96985,45.496567,-13.18636,13.381543,-8.6448965,-3.4210994,-11.42486,-20.201859,-6.485986,-4.7867575,-7.5649934,-5.7415247,-3.5342963,-4.6505933,-5.930632,-1.532082,-4.7706523,-1.4474449,-5.4100876,-2.9316866,-3.056268,-0.24442115,-6.538092,0.36294064,-4.121028,-0.8005034,-2.3523767,-2.3254817,-5.4272933,-0.29291794,-1.735727,2.4938948,2.6313093,5.9478455,7.725699,8.627102,3.1539752,1.9857436,-0.3890668,0.6585291,2
-827.04285,41.246834,-2.3079834,12.904342,-3.5266523,1.7941512,-9.087811,-8.894644,-7.37605,-3.5560684,-3.5529594,-5.1426077,-0.067990996,-2.3553326,-6.350166,-4.0071516,-5.3912845,-1.4769987,-4.0121436,-4.163206,-2.2207003,0.11615679,-4.096355,-0.33012965,-2.6378567,-0.26674142,-1.2309587,0.11723234,-1.9604753,1.0295298,-1.1187062,2.2463713,-0.7546545,3.0437398,2.9903088,5.740701,4.3553743,5.2418914,0.019846909,1.0865211,2
-778.84674,40.548527,-2.0437794,9.976285,-2.9556677,1.9820024,-5.8261175,-14.630805,-4.383165,-2.1994138,-3.6811788,-4.0040517,-2.9082952,0.5568345,-6.5118756,-5.7519984,-5.128895,-1.596421,-6.8109865,-3.9154692,-2.9468074,-1.1244274,-4.8535457,0.12746382,-3.7647207,-0.93106186,-1.2237089,-0.9877419,-2.4382198,-0.33522555,-1.0504018,1.4630191,1.5482928,5.355616,6.6842628,6.78364,3.8871431,3.6208708,-0.084634066,1.2974081,2
-783.43353,45.42594,-1.041314,14.101006,-1.5350559,4.3242583,-7.3538733,-14.719391,-8.79463,-1.3428314,-3.764861,-5.6707697,-2.9890602,-0.36226183,-6.926709,-5.7908683,-5.4519877,-2.212282,-2.990108,-4.183677,-4.7432394,-1.6234889,-4.834508,0.5152962,-2.9444754,-1.3972253,-0.78319633,-1.2448723,-3.3501344,0.7728553,-1.7363005,0.06839221,-1.5541234,1.462276,1.2363694,3.1019864,0.8452652,1.9905434,-0.9576098,0.5896398,2
-633.9546,53.033615,-14.930457,10.951906,-3.1740324,-18.62171,-14.262515,-21.341545,-15.152062,-4.102267,-11.88278,-0.3087731,-6.407913,-6.485497,-3.143084,-6.488266,-6.282294,-3.9450214,-3.6222227,-7.792434,-4.6038365,-0.47770715,-2.0444808,5.576284,4.453439,3.9371674,4.102442,0.50371695,1.7081834,4.190057,3.991382,4.8337927,1.0373405,0.64545006,1.3034655,4.80081,2.90308,1.8107164,-3.5939972,0.35405824,2
-451.1137,26.792032,-38.488636,-4.637777,-15.126109,-31.35684,-12.108703,-23.818886,-28.766886,-1.4007958,-15.616793,-0.7514835,-0.4474093,0.8599586,7.9675217,0.73402756,9.325848,14.161229,3.1392024,-0.052285064,-2.1816041,-1.4243408,-2.5142632,-0.6267902,-2.9205976,-1.9260978,-1.3503134,-3.3715155,-4.692333,3.1098347,1.6990051,-0.775768,-2.5707006,1.5498582,1.2929702,3.2194984,1.451454,2.9643927,-2.537954,0.33628705,2
-672.94196,44.960335,-3.2082906,2.7935302,-4.9666457,-13.387639,-15.292976,-20.910585,-15.190332,-3.4984803,-12.81821,-0.7149952,-5.0344405,-5.9071374,-1.007503,-8.65613,-3.1629312,-0.40512636,-4.092262,0.2430704,1.1175427,4.144384,-0.22366309,6.2953305,2.6214757,4.750382,1.2512376,0.099422365,-3.7493412,-0.32603607,0.57900846,0.6686196,-1.7686126,-2.040523,-3.6189396,-1.5748724,-0.79483646,-0.8932271,-2.521568,-0.70765764,2
-472.83377,31.662548,-37.330925,-5.953682,-17.262331,-30.485207,-20.022802,-23.129692,-31.214066,-1.787353,-10.626342,-3.4640667,-0.1884518,-1.8955307,8.110434,3.2930238,2.4791281,14.155434,1.8326695,-0.549111,-3.3646042,-1.834637,-5.5366173,2.3457775,-1.8915015,-4.202746,-1.7226022,-1.2568485,-1.3206758,0.34074655,-0.37140602,0.44178978,0.09785485,2.4182012,0.0039176354,2.7375956,0.4020797,3.9378119,-2.4654486,-1.1328259,2
-708.1542,37.95881,-2.3613424,4.7847457,-4.7310433,-3.882928,-5.7587113,-11.990766,-6.404078,-8.237876,-3.046017,-4.0614166,-7.3834085,-1.9922514,-6.671968,-3.9732642,-6.1672955,-3.319129,-5.0330353,-4.029264,-4.233848,-2.7498395,-4.5625305,-1.7132125,-2.25518,-0.64941144,-1.2134616,-2.2671824,-4.0261626,-0.38168284,-0.8085954,3.4727144,2.1075528,4.2116733,3.1743212,3.9880977,2.2628002,3.016078,2.1298482,3.7708976,3
-538.43414,33.618717,-13.274628,-5.1047244,-11.924518,-8.912534,-6.909464,-15.123623,-11.14003,-8.157431,-6.6583505,-5.1369767,-10.421677,-4.262611,-10.904828,-5.910005,-5.1208515,0.3098532,3.7375197,5.6568923,6.827487,2.010855,0.12365547,2.5034509,2.8710928,1.2567674,-1.0735506,-1.6013548,-1.7158309,1.0889165,-2.6687748,-2.5172307,-3.4160287,-0.54224473,-0.3940035,1.0039912,0.09533911,2.5209897,-0.5076979,1.6652222,3
-595.0291,35.23863,-18.485407,6.446175,-12.215969,-10.33547,-14.077559,-18.67403,-8.938213,-5.040505,-4.675675,-3.028989,-7.9050837,-3.9844909,-6.8776774,-4.101099,-3.4518626,-2.5888433,-6.4123054,-5.1818414,-2.454672,-1.1332496,-5.0151854,-2.97647,-3.385825,-2.0970926,-2.6259532,-1.5375445,-2.0658624,4.3374987,4.0862546,5.2966933,6.217911,6.2905874,5.01364,7.306106,2.970894,2.5431588,-0.55985326,2.9286475,3
-465.72098,40.103718,-28.773981,-5.982338,-15.604922,-18.970013,-15.836288,-21.651665,-13.015101,-7.8361864,-6.6332417,-8.152208,-13.27633,-3.3639276,-16.512634,-11.886692,-11.771986,-9.606663,-9.417969,-4.122588,1.5191348,2.900092,0.49610603,1.9055413,0.45558587,0.694056,-0.64585817,0.34853926,0.02064177,3.946696,0.5427414,2.78721,1.3105077,1.2693821,0.09251323,1.121251,0.7844813,0.6202959,-0.7703901,0.14453489,3
-354.83694,35.964935,-16.074396,16.981356,-19.19978,-14.955986,-8.961105,-19.127941,-9.118115,-10.282373,-7.7851677,-2.8306093,-7.8217077,1.2439971,-6.3211236,-3.5349844,-3.3214142,-1.5729072,-6.2341375,-2.9479458,-2.5062492,1.3130559,0.38587153,2.7254162,-1.5177878,1.022351,0.5905798,3.191459,0.11842534,5.9303637,1.9748613,3.0379167,-1.5598905,1.3635039,0.7362237,4.151872,1.4839952,2.496997,-0.5264733,2.0653026,3
-302.18713,23.325531,-34.3548,-9.751513,-26.717585,-24.60511,-10.747468,-17.862452,-9.785461,-4.3501334,-4.7328033,0.36462203,-8.363475,0.7121952,-0.74386317,2.8308573,6.5442014,8.646409,3.2323415,4.1507325,2.6200793,-2.7523751,-4.5374765,-0.56556463,-5.934118,-2.2722049,-1.117309,3.5417333,-0.8113816,3.645898,0.172996,2.9116037,-0.040986165,2.648624,-0.62800354,3.6199825,-0.0823799,0.92881125,0.51893973,2.3945115,3
-296.3122,19.208906,-28.711824,-11.955306,-15.859999,-17.532042,-11.066493,-12.80422,-8.641005,-6.9877276,-4.722263,-6.3056545,-1.8719853,5.567183,-1.813187,2.9488537,2.5147612,5.125006,-2.5032542,-0.7968779,1.2580868,1.3867826,0.44914913,1.1746857,-2.8560894,-0.27384052,0.9181933,-0.030507572,-2.5703642,2.2375953,0.13055038,1.1142365,-0.97638583,0.8956436,-0.3950892,0.6170084,-0.06406209,2.1556678,0.50828224,1.1962485,3
-444.51404,25.109447,-11.903846,7.658927,-12.869689,-6.630109,-10.398772,-17.060408,-9.047692,-10.179677,-6.23649,-6.684544,-9.338872,-2.0843313,-6.5123935,-3.4940262,-1.9062312,1.0300585,1.0650251,0.8123919,0.22007951,1.1299669,-1.7905647,1.0932313,0.14533642,1.1484653,0.5449086,-0.11901914,-1.513008,1.1840776,-1.3265156,-0.30448192,-1.6449589,1.3011681,-0.17875275,2.355305,0.85983634,2.5570097,1.6129932,2.805309,3
-683.2332,33.48412,-7.5280633,5.587888,-8.333996,-12.528068,-11.353542,-14.007198,-4.6554184,-6.4563494,-8.336471,-2.3507462,-7.259842,-2.4573944,-3.3691363,-5.6325226,-2.56636,-2.8832612,-4.903106,-2.8482597,-0.75370437,-1.2998645,-1.7107959,1.3425668,2.8192477,3.331003,6.137683,5.1097326,2.4437892,4.295646,-0.87231636,2.7356675,-1.4110318,1.7762729,-1.6736993,0.115400575,-2.4379551,-1.0825542,-2.1358151,-0.52761686,4
-705.49976,20.96255,-9.890507,4.78858,-6.9727845,-14.557285,-11.6151705,-15.296227,-1.7034265,-7.746251,-8.423431,-1.4362803,-8.131088,-2.0931003,-2.932103,-6.1935554,-2.0512779,-1.4828334,-4.1860247,-0.4195377,0.44449887,2.569507,2.7294147,5.645355,2.6829388,6.764771,5.391626,6.6012373,1.6138749,1.5659751,-3.6431057,0.33736873,-1.7321498,2.326742,-1.0898566,-0.42226803,-2.8320177,0.068704575,0.29707107,-0.0077362354,4
-716.30145,25.629658,-1.7961683,8.55286,-3.6953256,-5.7712045,-15.600799,-17.256374,-0.26544565,-5.4685163,-6.931545,-5.0499725,-4.3829775,-0.83509403,-4.555931,-5.4842663,-3.3561802,-2.499875,-3.743613,-3.911705,-1.9759212,-2.1764247,-2.6484811,-0.2811656,0.6944653,4.3282638,6.114721,6.4170794,2.236441,4.52377,-0.09358004,4.645757,2.6557567,4.692342,-0.20282234,0.3201226,-1.3175983,0.23496851,-0.9513832,0.36649463,4
-746.06256,37.979294,-2.7449849,11.119174,-4.825543,-7.2986073,-15.408862,-18.546165,-3.3307993,-4.6603723,-8.28434,-2.3464954,-4.9014544,-1.3889097,-5.0238357,-6.508358,-5.746028,-1.555099,-5.6772356,-4.187795,-1.6112032,-2.8275118,-2.1599765,1.5184813,-1.5796638,2.2025437,2.198544,6.182901,3.155186,11.490341,5.4090624,10.205309,5.238546,8.176208,5.292521,3.9144766,2.108586,1.4254026,0.016444514,0.4197932,4
-312.4815,27.154171,-40.08765,-4.3110313,-18.88266,-24.911457,-12.668401,-18.043793,-4.228131,-3.669685,-5.06399,5.1970763,0.7198989,13.045793,-0.22880566,3.7040918,9.088928,2.854864,3.2169824,0.018374868,5.1626916,4.8549647,0.6148047,3.481357,-5.094004,-0.14531109,1.16606,0.4446755,-3.5291936,3.5075786,-0.7165112,5.7985334,1.5005052,4.27693,2.8712792,3.0829363,0.72213155,2.3472028,0.8784574,1.6877943,4
-291.8423,23.509758,-47.082165,-11.492181,-22.755367,-26.039322,-10.844283,-22.714771,-2.9775438,-0.9547997,-8.259506,10.152657,1.1252357,18.959778,2.8965924,1.6469402,4.948827,2.2279568,1.8189194,3.4949713,4.1902666,3.9603958,-3.7208269,4.7707033,-2.129174,2.0250297,-0.57196844,2.2632034,-2.4429946,2.4213138,-5.594549,2.2765741,0.3608605,2.6359284,1.7704054,3.1139874,-0.60691124,2.2031329,0.3790218,2.4792073,4
-321.5705,23.109911,-44.71517,-24.492504,-20.002583,-25.252256,-14.211939,-15.745086,-4.019374,0.88782185,1.954274,-1.5382507,-7.7146926,4.8640337,0.550708,3.7085,2.5478113,-2.6823475,1.0180718,-0.92195934,-0.7718908,-2.3195317,-9.429676,-2.344051,-4.838756,0.006442701,-0.91649956,1.0843147,-0.18441042,6.3750095,-1.2681301,-1.2438632,0.015734335,2.4280126,0.5635542,0.40615037,0.010526922,-0.12758219,-3.737429,0.447174,4
-308.98172,11.30471,-29.723001,-15.125279,-17.749237,-19.228168,-13.125289,-17.427013,-6.4834666,6.554462,3.7279134,17.34495,6.2472925,9.330752,-7.3075323,-7.02869,4.753709,2.8322704,-3.0613368,0.34304106,5.822019,8.0220375,-2.607402,-3.7904005,-3.408461,-0.8440966,-1.55553,0.59514844,-0.2747159,4.9767895,0.7128904,1.5209523,0.3431111,-0.4940682,0.69210243,1.0062344,0.2825826,2.126914,0.0253631,1.4249704,4
-595.01935,46.29282,-12.22781,0.41383222,-10.821929,-10.95837,-10.28365,-14.770409,-10.170796,-3.8747811,-8.582826,-7.2904887,-4.6894045,-5.6443124,-7.7961836,-8.91906,-6.9414907,-2.8647423,-6.4513545,-2.2641654,-0.6301493,-0.86127317,-3.661976,-0.10088433,-0.9141307,-0.3668471,0.13750422,-1.0316299,0.3151988,4.2877936,1.8413458,2.8074498,-0.37941027,2.084627,2.150622,2.9321158,0.04445566,1.0192146,-1.4822938,0.11785672,5
-637.1703,63.12563,-8.783395,4.2560697,-4.308515,-9.858092,-11.193066,-7.8259153,-1.0676352,-3.4289973,-5.2124176,-3.8695042,-3.401542,-0.74892616,-4.3858547,-4.9571605,-5.140894,-2.1111372,-5.017662,-3.9611003,-2.4429102,0.2623087,-2.622438,0.9000001,-0.43952402,2.7991564,1.1018999,2.4707246,0.9609432,2.684916,-0.9263241,1.0516851,-0.3791652,2.5635552,2.347308,4.469663,1.8917214,3.20762,0.30961248,1.2052135,5
-671.24274,46.35279,1.7056485,-0.09750307,-5.6877017,-4.775323,-12.099183,-13.34157,-5.13533,-6.2175603,-6.8265896,-6.7232466,-2.8106072,-4.114219,-6.403966,-7.638619,-5.794516,-3.84023,-7.700506,-6.881684,-5.557281,-3.3348234,-7.062314,-3.2102628,-5.226429,-0.47134608,0.5097298,1.7950003,0.76655155,4.701274,1.9273618,4.7656035,3.184568,7.1610684,4.1245766,3.7611156,0.6977602,1.7168101,-1.050439,1.179515,5
-634.94086,38.444515,1.5344163,-0.6391787,-5.6643357,-9.924707,-17.336573,-14.516831,-7.1500344,-8.306317,-9.99138,-7.281,-7.0547824,-4.7141066,-10.343597,-9.29378,-7.9198685,-5.972246,-8.123964,-9.343767,-6.823506,-4.3281016,-4.6090274,-0.828504,-4.3799376,-1.6714256,-1.6735281,1.335295,2.2690492,7.0557346,5.9331784,6.291996,2.8400743,3.6068401,2.6955013,3.85873,1.563981,1.3291602,-1.063019,2.4560318,5
-592.99805,33.172592,-5.131315,4.5611396,-10.161619,-10.1138315,-8.160229,-11.828288,-12.926783,-2.776963,-6.98058,-6.9623594,-2.120355,-1.4392349,-4.903435,-5.13307,-4.7472644,2.4237769,-0.7401163,3.5114625,3.1830685,1.4059284,1.742225,2.7841477,0.9342862,2.8329172,1.7483916,0.103651576,0.25249928,1.4489349,-1.109722,1.3408682,-1.1968945,1.4179177,-0.7196527,1.23979,-0.09186275,0.50433207,-0.22633393,0.93978095,5
-557.54846,27.400352,-9.500467,2.3386734,-8.274557,-13.451088,-8.741205,-10.367274,-8.893291,-7.631851,-6.2775683,-3.3333638,-7.3963804,-3.3289802,-7.595779,-7.551257,-5.6790333,-3.269335,-1.7769064,-1.4735049,1.8442272,1.3560115,-0.03744002,3.5564818,3.4194107,7.106324,8.337518,4.4023924,1.5058274,-1.8012118,-1.8777802,-0.40594384,-3.3005202,0.20046757,-2.75297,-0.519739,-2.812163,-1.2187376,-2.6800704,-0.17428759,5
-575.98364,11.066021,-6.811004,-8.309873,-7.871279,-10.98965,-17.119543,-15.452301,-10.451493,-5.0893235,-10.224295,-10.79483,-7.046709,-2.1889105,-8.38623,-4.114497,-0.497187,-0.10551946,-0.11958911,0.41295847,2.107115,0.9198417,2.9344919,1.6052679,-2.5924382,1.2740645,-0.5922383,0.12097097,1.3817022,1.0757834,-1.065998,0.4433967,-0.7527458,0.79134595,-0.9659857,2.0546937,-0.52259135,-0.21586551,-2.8077555,1.8331904,5
-480.4044,37.751556,-11.632233,-12.089419,-16.381512,-10.204123,-12.147808,-18.89876,-15.297186,-6.0307302,-9.570402,-11.7064495,-10.0891905,-7.843578,-12.553841,-7.932184,-4.815542,2.1830494,-1.5392759,4.94208,5.3881564,4.0775733,-0.88296854,-0.053649183,-5.204,2.6071656,1.0373515,-2.1634555,-0.975421,-1.8987145,-2.1822288,0.4881384,-2.6513784,-0.44214818,-1.2594665,2.57424,-0.22054155,0.645774,-1.7285069,0.8922025,5
-636.9365,35.108105,-18.042778,5.358618,-7.4051614,-8.316088,-10.110061,-17.094553,-6.0325665,-5.471121,-7.1803727,-3.2914486,-5.7029614,-2.2055397,-6.3906493,-7.520459,-7.27606,-6.391593,-4.771712,-4.667774,-0.29144734,-0.767823,0.9575599,2.1977851,1.8379519,0.17055194,0.76350707,1.9392947,1.9507896,4.2923455,0.711868,-0.0034335502,-3.255912,1.0194322,1.3672017,2.0510607,-1.349071,-1.1498832,-2.5145206,0.67596763,6
