path,emotion,source
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-02-02-01-02-12.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-02-02-02-01-12.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-02-02-02-02-12.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-03-01-01-01-12.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-03-01-01-02-12.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-03-01-02-01-12.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-03-01-02-02-12.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-03-02-01-01-12.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-03-02-01-02-12.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-03-02-02-01-12.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-03-02-02-02-12.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-04-01-01-01-12.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-04-01-01-02-12.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-04-01-02-01-12.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-04-01-02-02-12.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-04-02-01-01-12.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-04-02-01-02-12.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-04-02-02-01-12.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-04-02-02-02-12.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-05-01-01-01-12.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-05-01-01-02-12.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-05-01-02-01-12.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-05-01-02-02-12.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-05-02-01-01-12.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-05-02-01-02-12.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-05-02-02-01-12.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-05-02-02-02-12.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-06-01-01-01-12.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-06-01-01-02-12.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-06-01-02-01-12.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-06-01-02-02-12.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-06-02-01-01-12.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-06-02-01-02-12.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-06-02-02-01-12.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-06-02-02-02-12.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-07-01-01-01-12.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-07-01-01-02-12.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-07-01-02-01-12.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-07-01-02-02-12.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-07-02-01-01-12.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-07-02-01-02-12.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-07-02-02-01-12.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-07-02-02-02-12.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-08-01-01-01-12.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-08-01-01-02-12.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-08-01-02-01-12.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-08-01-02-02-12.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-08-02-01-01-12.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-08-02-01-02-12.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-08-02-02-01-12.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_12\03-01-08-02-02-02-12.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-01-01-01-01-13.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-01-01-01-02-13.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-01-01-02-01-13.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-01-01-02-02-13.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-02-01-01-01-13.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-02-01-01-02-13.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-02-01-02-01-13.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-02-01-02-02-13.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-02-02-01-01-13.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-02-02-01-02-13.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-02-02-02-01-13.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-02-02-02-02-13.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-03-01-01-01-13.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-03-01-01-02-13.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-03-01-02-01-13.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-03-01-02-02-13.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-03-02-01-01-13.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-03-02-01-02-13.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-03-02-02-01-13.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-03-02-02-02-13.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-04-01-01-01-13.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-04-01-01-02-13.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-04-01-02-01-13.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-04-01-02-02-13.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-04-02-01-01-13.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-04-02-01-02-13.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-04-02-02-01-13.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-04-02-02-02-13.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-05-01-01-01-13.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-05-01-01-02-13.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-05-01-02-01-13.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-05-01-02-02-13.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-05-02-01-01-13.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-05-02-01-02-13.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-05-02-02-01-13.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-05-02-02-02-13.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-06-01-01-01-13.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-06-01-01-02-13.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-06-01-02-01-13.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-06-01-02-02-13.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-06-02-01-01-13.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-06-02-01-02-13.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-06-02-02-01-13.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-06-02-02-02-13.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-07-01-01-01-13.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-07-01-01-02-13.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-07-01-02-01-13.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-07-01-02-02-13.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-07-02-01-01-13.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-07-02-01-02-13.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-07-02-02-01-13.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-07-02-02-02-13.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-08-01-01-01-13.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-08-01-01-02-13.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-08-01-02-01-13.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-08-01-02-02-13.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-08-02-01-01-13.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-08-02-01-02-13.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-08-02-02-01-13.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_13\03-01-08-02-02-02-13.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-01-01-01-01-14.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-01-01-01-02-14.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-01-01-02-01-14.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-01-01-02-02-14.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-02-01-01-01-14.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-02-01-01-02-14.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-02-01-02-01-14.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-02-01-02-02-14.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-02-02-01-01-14.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-02-02-01-02-14.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-02-02-02-01-14.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-02-02-02-02-14.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-03-01-01-01-14.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-03-01-01-02-14.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-03-01-02-01-14.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-03-01-02-02-14.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-03-02-01-01-14.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-03-02-01-02-14.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-03-02-02-01-14.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-03-02-02-02-14.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-04-01-01-01-14.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-04-01-01-02-14.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-04-01-02-01-14.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-04-01-02-02-14.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-04-02-01-01-14.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-04-02-01-02-14.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-04-02-02-01-14.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-04-02-02-02-14.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-05-01-01-01-14.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-05-01-01-02-14.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-05-01-02-01-14.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-05-01-02-02-14.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-05-02-01-01-14.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-05-02-01-02-14.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-05-02-02-01-14.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-05-02-02-02-14.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-06-01-01-01-14.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-06-01-01-02-14.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-06-01-02-01-14.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-06-01-02-02-14.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-06-02-01-01-14.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-06-02-01-02-14.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-06-02-02-01-14.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-06-02-02-02-14.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-07-01-01-01-14.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-07-01-01-02-14.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-07-01-02-01-14.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-07-01-02-02-14.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-07-02-01-01-14.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-07-02-01-02-14.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-07-02-02-01-14.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-07-02-02-02-14.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-08-01-01-01-14.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-08-01-01-02-14.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-08-01-02-01-14.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-08-01-02-02-14.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-08-02-01-01-14.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-08-02-01-02-14.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-08-02-02-01-14.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_14\03-01-08-02-02-02-14.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-01-01-01-01-15.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-01-01-01-02-15.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-01-01-02-01-15.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-01-01-02-02-15.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-02-01-01-01-15.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-02-01-01-02-15.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-02-01-02-01-15.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-02-01-02-02-15.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-02-02-01-01-15.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-02-02-01-02-15.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-02-02-02-01-15.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-02-02-02-02-15.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-03-01-01-01-15.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-03-01-01-02-15.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-03-01-02-01-15.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-03-01-02-02-15.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-03-02-01-01-15.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-03-02-01-02-15.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-03-02-02-01-15.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-03-02-02-02-15.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-04-01-01-01-15.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-04-01-01-02-15.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-04-01-02-01-15.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-04-01-02-02-15.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-04-02-01-01-15.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-04-02-01-02-15.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-04-02-02-01-15.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-04-02-02-02-15.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-05-01-01-01-15.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-05-01-01-02-15.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-05-01-02-01-15.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-05-01-02-02-15.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-05-02-01-01-15.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-05-02-01-02-15.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-05-02-02-01-15.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-05-02-02-02-15.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-06-01-01-01-15.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-06-01-01-02-15.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-06-01-02-01-15.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-06-01-02-02-15.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-06-02-01-01-15.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_15\03-01-06-02-01-02-15.wav,fear,RAVDESS
